"Persons Aged 15 Years and Over Place of Work","Lidcombe","Total",12089
"Persons Aged 15 Years and Over Place of Work","Regents Park","Employee",2321
"Persons Aged 15 Years and Over Place of Work","Regents Park","Owner manager of incorporated enterprise with employees",130
"Persons Aged 15 Years and Over Place of Work","Regents Park","Owner manager of incorporated enterprise without employees",55
"Persons Aged 15 Years and Over Place of Work","Regents Park","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Regents Park","Owner manager of unincorporated enterprise with employees",31
"Persons Aged 15 Years and Over Place of Work","Regents Park","Owner manager of unincorporated enterprise without employees",115
"Persons Aged 15 Years and Over Place of Work","Regents Park","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Regents Park","Contributing family worker",29
"Persons Aged 15 Years and Over Place of Work","Regents Park","Not stated",21
"Persons Aged 15 Years and Over Place of Work","Regents Park","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Regents Park","Total",2712
"Persons Aged 15 Years and Over Place of Work","Carlingford","Employee",3441
"Persons Aged 15 Years and Over Place of Work","Carlingford","Owner manager of incorporated enterprise with employees",331
"Persons Aged 15 Years and Over Place of Work","Carlingford","Owner manager of incorporated enterprise without employees",230
"Persons Aged 15 Years and Over Place of Work","Carlingford","Owner manager of incorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Carlingford","Owner manager of unincorporated enterprise with employees",90
"Persons Aged 15 Years and Over Place of Work","Carlingford","Owner manager of unincorporated enterprise without employees",429
"Persons Aged 15 Years and Over Place of Work","Carlingford","Owner manager of unincorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Carlingford","Contributing family worker",86
"Persons Aged 15 Years and Over Place of Work","Carlingford","Not stated",37
"Persons Aged 15 Years and Over Place of Work","Carlingford","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Carlingford","Total",4658
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Employee",11878
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Owner manager of incorporated enterprise with employees",474
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Owner manager of incorporated enterprise without employees",233
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Owner manager of unincorporated enterprise with employees",124
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Owner manager of unincorporated enterprise without employees",454
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Owner manager of unincorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Contributing family worker",102
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Not stated",90
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Ermington - Rydalmere","Total",13360
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Employee",1123
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Owner manager of incorporated enterprise with employees",156
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Owner manager of incorporated enterprise without employees",128
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Owner manager of unincorporated enterprise with employees",58
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Owner manager of unincorporated enterprise without employees",246
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Contributing family worker",55
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Not stated",19
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Oatlands - Dundas Valley","Total",1788
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Employee",6715
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Owner manager of incorporated enterprise with employees",373
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Owner manager of incorporated enterprise without employees",161
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Owner manager of incorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Owner manager of unincorporated enterprise with employees",75
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Owner manager of unincorporated enterprise without employees",310
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Owner manager of unincorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Contributing family worker",73
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Not stated",89
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Chester Hill - Sefton","Total",7811
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Employee",4785
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Owner manager of incorporated enterprise with employees",260
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Owner manager of incorporated enterprise without employees",112
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Owner manager of unincorporated enterprise with employees",72
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Owner manager of unincorporated enterprise without employees",186
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Contributing family worker",64
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Not stated",84
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Fairfield - East","Total",5564
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Employee",5440
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Owner manager of incorporated enterprise with employees",357
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Owner manager of incorporated enterprise without employees",155
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Owner manager of incorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Owner manager of unincorporated enterprise with employees",100
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Owner manager of unincorporated enterprise without employees",353
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Contributing family worker",82
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Not stated",79
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Granville - Clyde","Total",6573
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Employee",4778
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Owner manager of incorporated enterprise with employees",236
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Owner manager of incorporated enterprise without employees",150
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Owner manager of incorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Owner manager of unincorporated enterprise with employees",63
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Owner manager of unincorporated enterprise without employees",318
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Contributing family worker",60
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Not stated",61
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Greystanes - Pemulwuy","Total",5678
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Employee",2981
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Owner manager of incorporated enterprise with employees",204
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Owner manager of incorporated enterprise without employees",111
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Owner manager of incorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Owner manager of unincorporated enterprise with employees",85
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Owner manager of unincorporated enterprise without employees",301
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Owner manager of unincorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Contributing family worker",64
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Not stated",94
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Guildford - South Granville","Total",3846
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Employee",1864
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Owner manager of incorporated enterprise with employees",178
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Owner manager of incorporated enterprise without employees",96
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Owner manager of incorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Owner manager of unincorporated enterprise with employees",47
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Owner manager of unincorporated enterprise without employees",237
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Contributing family worker",34
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Not stated",30
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Guildford West - Merrylands West","Total",2496
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Employee",4551
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Owner manager of incorporated enterprise with employees",306
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Owner manager of incorporated enterprise without employees",189
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Owner manager of incorporated enterprise - employees not stated",8
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Owner manager of unincorporated enterprise with employees",113
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Owner manager of unincorporated enterprise without employees",407
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Owner manager of unincorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Contributing family worker",75
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Not stated",95
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Merrylands - Holroyd","Total",5745
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Employee",8802
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Owner manager of incorporated enterprise with employees",471
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Owner manager of incorporated enterprise without employees",137
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Owner manager of incorporated enterprise - employees not stated",9
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Owner manager of unincorporated enterprise with employees",77
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Owner manager of unincorporated enterprise without employees",127
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Owner manager of unincorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Contributing family worker",47
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Not stated",96
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Smithfield Industrial","Total",9767
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Employee",2648
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Owner manager of incorporated enterprise with employees",104
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Owner manager of incorporated enterprise without employees",43
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Owner manager of unincorporated enterprise with employees",19
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Owner manager of unincorporated enterprise without employees",46
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Contributing family worker",22
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Not stated",30
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Yennora Industrial","Total",2912
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Employee",7590
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Owner manager of incorporated enterprise with employees",441
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Owner manager of incorporated enterprise without employees",200
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Owner manager of incorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Owner manager of unincorporated enterprise with employees",88
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Owner manager of unincorporated enterprise without employees",375
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Owner manager of unincorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Contributing family worker",78
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Not stated",74
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","North Parramatta","Total",8855
"Persons Aged 15 Years and Over Place of Work","North Rocks","Employee",3131
"Persons Aged 15 Years and Over Place of Work","North Rocks","Owner manager of incorporated enterprise with employees",188
"Persons Aged 15 Years and Over Place of Work","North Rocks","Owner manager of incorporated enterprise without employees",121
"Persons Aged 15 Years and Over Place of Work","North Rocks","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","North Rocks","Owner manager of unincorporated enterprise with employees",42
"Persons Aged 15 Years and Over Place of Work","North Rocks","Owner manager of unincorporated enterprise without employees",157
"Persons Aged 15 Years and Over Place of Work","North Rocks","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","North Rocks","Contributing family worker",40
"Persons Aged 15 Years and Over Place of Work","North Rocks","Not stated",29
"Persons Aged 15 Years and Over Place of Work","North Rocks","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","North Rocks","Total",3708
"Persons Aged 15 Years and Over Place of Work","Northmead","Employee",16089
"Persons Aged 15 Years and Over Place of Work","Northmead","Owner manager of incorporated enterprise with employees",257
"Persons Aged 15 Years and Over Place of Work","Northmead","Owner manager of incorporated enterprise without employees",141
"Persons Aged 15 Years and Over Place of Work","Northmead","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Northmead","Owner manager of unincorporated enterprise with employees",86
"Persons Aged 15 Years and Over Place of Work","Northmead","Owner manager of unincorporated enterprise without employees",321
"Persons Aged 15 Years and Over Place of Work","Northmead","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Northmead","Contributing family worker",52
"Persons Aged 15 Years and Over Place of Work","Northmead","Not stated",116
"Persons Aged 15 Years and Over Place of Work","Northmead","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Northmead","Total",17079
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Employee",46788
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Owner manager of incorporated enterprise with employees",1175
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Owner manager of incorporated enterprise without employees",574
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Owner manager of incorporated enterprise - employees not stated",17
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Owner manager of unincorporated enterprise with employees",335
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Owner manager of unincorporated enterprise without employees",746
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Owner manager of unincorporated enterprise - employees not stated",11
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Contributing family worker",212
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Not stated",376
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Parramatta - Rosehill","Total",50227
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Employee",2571
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Owner manager of incorporated enterprise with employees",187
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Owner manager of incorporated enterprise without employees",123
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Owner manager of incorporated enterprise - employees not stated",9
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Owner manager of unincorporated enterprise with employees",52
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Owner manager of unincorporated enterprise without employees",243
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Contributing family worker",59
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Not stated",32
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Toongabbie - Constitution Hill","Total",3275
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Employee",1985
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Owner manager of incorporated enterprise with employees",107
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Owner manager of incorporated enterprise without employees",91
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Owner manager of unincorporated enterprise with employees",43
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Owner manager of unincorporated enterprise without employees",156
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Contributing family worker",39
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Not stated",17
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Winston Hills","Total",2435
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Employee",4694
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Owner manager of incorporated enterprise with employees",265
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Owner manager of incorporated enterprise without employees",128
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Owner manager of unincorporated enterprise with employees",59
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Owner manager of unincorporated enterprise without employees",210
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Owner manager of unincorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Contributing family worker",38
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Not stated",45
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Pendle Hill - Girraween","Total",5446
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Employee",2179
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Owner manager of incorporated enterprise with employees",157
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Owner manager of incorporated enterprise without employees",96
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Owner manager of unincorporated enterprise with employees",48
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Owner manager of unincorporated enterprise without employees",206
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Contributing family worker",56
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Not stated",35
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Wentworthville - Westmead","Total",2768
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Employee",3605
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Owner manager of incorporated enterprise with employees",344
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Owner manager of incorporated enterprise without employees",220
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Owner manager of unincorporated enterprise with employees",95
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Owner manager of unincorporated enterprise without employees",427
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Contributing family worker",85
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Not stated",38
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Epping - North Epping","Total",4835
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Employee",4494
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Owner manager of incorporated enterprise with employees",307
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Owner manager of incorporated enterprise without employees",267
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Owner manager of unincorporated enterprise with employees",111
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Owner manager of unincorporated enterprise without employees",415
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Contributing family worker",96
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Not stated",36
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Pennant Hills - Cheltenham","Total",5727
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Employee",4234
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Owner manager of incorporated enterprise with employees",451
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Owner manager of incorporated enterprise without employees",269
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Owner manager of incorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Owner manager of unincorporated enterprise with employees",175
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Owner manager of unincorporated enterprise without employees",468
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Owner manager of unincorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Contributing family worker",137
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Not stated",36
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Eastwood - Denistone","Total",5784
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Employee",5010
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Owner manager of incorporated enterprise with employees",466
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Owner manager of incorporated enterprise without employees",239
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Owner manager of incorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Owner manager of unincorporated enterprise with employees",79
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Owner manager of unincorporated enterprise without employees",352
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Contributing family worker",95
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Not stated",39
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Gladesville - Huntleys Point","Total",6287
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Employee",2280
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Owner manager of incorporated enterprise with employees",176
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Owner manager of incorporated enterprise without employees",163
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Owner manager of unincorporated enterprise with employees",46
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Owner manager of unincorporated enterprise without employees",206
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Contributing family worker",58
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Not stated",20
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Hunters Hill - Woolwich","Total",2956
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Employee",46411
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Owner manager of incorporated enterprise with employees",596
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Owner manager of incorporated enterprise without employees",375
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Owner manager of incorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Owner manager of unincorporated enterprise with employees",103
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Owner manager of unincorporated enterprise without employees",558
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Contributing family worker",110
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Not stated",240
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Macquarie Park - Marsfield","Total",48394
"Persons Aged 15 Years and Over Place of Work","North Ryde - East Ryde","Employee",11054
